,country_name,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y,average_x,average_y
94,"Venezuela, RB",1.9,1.0,,,63.05,,19.188125,,0.8500000000000001,18.13,14.474933817036776,8.734510799999992,,,,86.58575,,1.0,34.55,,,,,,,,,1.0,1.0,1.0,96.26755333333334,96.16751,77.56774428571428,,8.614285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.1294999718666086,42.4,97.5,,,81.88333333333334,72.2,,0.9416,,,,93.9350190169228,,1.7,,,1.0,1.4,4.160449906587021,8.571428571428571,39.56433072498623,11.847750000000001,,24.883333333333333,28.583333333333332,,20.0,23.85,11.7,10.3,17.537499999999998,20.8,1.0,0.29299412751879955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3548750000000003,1.0,,,,,
95,Pakistan,,1.0,14.76699,61.099999999999994,29.46666666666667,0.5428214402248464,29.149625000000004,24.8,0.6,5.41,6.681459410916722,,,69.1,1.0,40.131524999999996,3.2,1.0,30.275000000000002,1.0,0.1,1.0,1.0,65.1,1.95,10.9,8.0,1.0,1.0,1.0,43.55466199999999,56.64131,30.848321428571428,8.841703749999999,12.257142857142858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.695500001311303,44.0,79.65,74.30000000000001,42.6,30.85,,0.07999999999999999,0.5102125000000001,0.9166500000000001,23.1,35.967051838072116,55.218808287811925,59.69840381324768,0.1,2.5666666666666664,31.08333333333333,1.0,19.6,15.44622771543536,36.64285714285714,21.069359238443514,64.07375,6.8,48.61666666666667,50.383333333333326,18.233333333333334,67.8,77.25,29.625,26.25,54.675000000000004,65.2,1.0,0.6437864134230712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.688375,1.0,28.6,4.566666666666666,13.200000000000001,10.8,3.8
96,Cabo Verde,0.534,1.0,,,33.56666666666666,,20.874125,,,16.04,0.48247162872396243,,,,,76.319875,,1.0,53.575,,0.2,1.0,,,,,,1.0,1.0,1.0,81.26921999999999,86.05904,75.20498714285715,27.20253,11.985714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.042500019073488,,,,,94.5,9.6,,1.0706,0.6207999999999999,,,68.49939890712245,,1.7,2.566666666666667,16.9,1.0,4.1,25.298220876795572,14.342857142857143,42.429049527330065,35.956625,,54.63333333333333,35.916666666666664,,18.5,22.4,11.7125,8.75,16.25,19.200000000000003,1.0,0.1693478700525767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4051249999999995,1.0,,,,,
97,Gabon,1.1571428571428573,1.0,4.7,58.8,23.233333333333334,,32.777874999999995,33.7,,,259.3008622444383,14.3669822,,89.5,1.0,101.12895,5.6,1.0,60.16250000000001,1.0,2.1,1.0,1.0,54.1,3.4,1.0,27.6,1.0,1.0,1.0,81.65146999999999,83.47548,,,8.114285714285716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.656874895095825,77.6,94.7,67.7,5.1,89.3,1.0,,2.7452,0.519,22.9,,46.42750498392081,,4.6,,,1.0,20.6,2.8716073140025187,10.057142857142855,40.26382532787746,12.180499999999999,27.8,62.449999999999996,60.7,26.5,43.25,28.3,14.775,14.9,36.7125,38.349999999999994,1.0,1.1720116222153472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.062875,1.0,6.4,7.7,1.0,3.4,1.3
98,Vietnam,0.4666666666666667,1.0,55.25716,,19.000000000000004,1.99396499246359,17.1785,71.282905,2.55,,0.20749357754033984,8.312113179999997,,60.9,1.0,33.141225,0.9,1.0,27.525,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,93.59671,95.00038,,28.333716,10.785714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9492499977350237,66.65,94.75,41.05,1.0,92.85,1.0,,1.3512333333333333,0.9267166666666666,22.3,,78.25267964455841,85.62750934280483,2.5,1.1,38.849999999999994,1.0,1.6,4.83544571654539,29.657142857142855,47.86299944999546,66.521625,44.25,27.25,35.25,5.199999999999999,9.05,24.8,9.9125,14.5,15.325,19.25,1.0,0.09727979931908062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0025,1.0,14.871428571428572,4.82,25.385714285714286,6.483333333333334,2.25
99,Georgia,0.32857142857142857,1.0,,,43.61666666666667,9.143076340357462,13.965250000000001,,2.6333333333333333,108.99,1.0,5.255879859999994,,,,48.85280000000001,,1.0,16.450000000000003,,0.1,1.0,,,,,,1.0,1.0,1.0,99.404665,99.475225,93.26893833333332,49.84816,7.814285714285714,1.0,1.0,1.0,1.0,1.0,1.0,,14.745125055313112,86.6,,,,99.86,25.25,,4.1082125000000005,5.3162125,,79.38584082722348,90.74600224730642,,2.9,5.383333333333333,37.833333333333336,1.0,0.2,1.0,,45.06144115009965,42.73475,,22.95,28.633333333333333,23.1,9.0,11.3,7.2875,7.949999999999999,9.8,10.05,1.0,0.05784494075391268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.026375,1.0,,,,,
100,Romania,1.0,1.0,,,50.10000000000001,2.2228980436921124,7.700000000000001,,6.2,61.125,,8.231730839999999,,,,36.428275,,1.0,31.637500000000003,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,98.40249,98.724395,84.262725,55.70729571428571,2.5,1.0,1.0,1.0,1.0,1.0,1.0,,5.4135000109672555,,76.3,,,98.04,18.45,,6.2724,2.59304,25.9,81.91346384649839,82.07702487897275,,1.0,19.583333333333332,39.08333333333333,1.0,0.4,1.0,0.35714285714285715,43.49938988481574,46.0635,,25.733333333333334,26.966666666666665,,7.35,5.6,3.5749999999999993,6.2,6.9875,7.65,1.0,0.031245408480346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.59875,1.0,,,,,
101,Bolivia,1.1857142857142857,1.0,,,58.46666666666667,0.7672249277432752,23.077749999999998,50.27871,1.1,33.87,1.8685505394380713,7.296572239999999,,85.7,1.0,68.99595,2.4,1.0,30.9125,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,89.51211,93.04726666666667,76.0773125,,17.58571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3579999804496774,80.44999999999999,92.85,61.6,61.3,86.21333333333334,,,1.21525,1.0286,24.1,,55.094505267934515,25.337204613715674,1.6,,,1.0,5.6,16.589069711132442,30.742857142857147,42.52281724377721,31.803625,,48.849999999999994,36.416666666666664,23.2,25.9,31.5,17.0875,20.85,25.9125,25.75,1.0,0.5564833704949809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.92475,1.0,3.5,8.75,17.15,1.25,0.7
102,Lesotho,4.166666666666667,1.0,11.332228,1.0,51.68333333333334,,27.8775,76.1,,0.57,,14.76448939999998,,1.0,1.0,90.797225,1.0,1.0,37.175,1.0,10.962499999999999,1.0,1.0,76.5,2.3,35.5,19.1,1.0,1.0,1.0,84.93489,76.6352,49.45635333333333,12.909440000000002,13.17142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.025875091552727,74.4,95.2,63.1,66.9,77.9,1.0,,3.2567,,24.4,,37.29147721492576,2.0539068915090644,1.3,0.43333333333333335,50.63333333333333,1.0,44.4,30.37523066473884,19.514285714285712,45.45165272060213,73.28437500000001,38.5,41.38333333333333,32.71666666666667,9.7,79.3,93.80000000000001,32.1875,32.55,52.9875,74.8,1.0,1.8768053015541242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.2198749999999996,1.0,10.5,7.05,34.0,2.45,0.7
103,Mongolia,2.0,1.0,33.930527,,45.25,0.38657686269531666,25.426375,67.04728,3.875,45.03,,5.444836399999996,,79.85,1.0,28.658275,0.1,1.0,15.237499999999997,,0.1,1.0,,,,,,1.0,1.0,1.0,98.64889,98.42312,,73.5993125,13.642857142857142,1.0,1.0,1.0,1.0,1.0,1.0,,4.769499987363816,89.6,98.7,70.3,35.76666666666667,98.9,50.8,,3.8583625,3.040766666666667,,23.912524313472385,57.441782307700144,71.31412163649577,2.1,5.0,47.93333333333334,1.0,1.3,10.707496331084057,,45.64992426969235,31.8015,23.4,23.883333333333333,28.849999999999998,11.9,7.1,10.15,9.3125,11.85,15.0125,8.9,1.0,0.154851725392529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8640000000000003,1.0,1.4000000000000001,10.9,9.166666666666668,1.0333333333333334,0.3666666666666667
104,Belarus,1.0,1.0,,,55.75,0.36589955949845415,11.787500000000001,74.2,7.866666666666667,122.78,,4.9750110399999965,,,,17.869125,1.0,1.0,37.487500000000004,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,99.72518,99.75656,97.23172714285714,102.34509999999999,2.5,1.0,1.0,1.0,1.0,1.0,1.0,,4.272749960422516,99.7,99.7,93.4,1.0,75.1,1.0,,10.87152,4.93044,22.5,93.55264253640522,97.25633069341059,,5.5,10.866666666666667,32.449999999999996,1.0,0.1,1.0,0.6428571428571429,49.56425901410725,23.0815,55.2,24.416666666666664,23.45,1.0,2.25,4.15,1.6124999999999998,2.5,2.9124999999999996,3.15,1.0,0.005336299154432116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6181249999999998,1.0,,,,,
105,Haiti,2.5500000000000003,1.0,13.552955,16.45,56.083333333333336,2.9056218452751654,25.79425,22.9,0.7,5.1850000000000005,4.5955889397839025,,,11.7,1.0,54.652125,2.45,1.0,50.75,1.0,1.175,1.0,1.0,48.45,2.0999999999999996,40.6,7.6,1.0,1.0,1.0,58.30052,61.69135,,,42.457142857142856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.07224988937378,66.94999999999999,45.65,37.55,39.599999999999994,42.5,,,0.7161,0.15243333333333334,23.7,,31.431656078370345,24.01435582968862,1.8,2.8666666666666667,22.333333333333332,1.0,23.8,22.391361535713543,29.650000000000002,47.27411190874301,48.085,36.7,49.516666666666666,50.266666666666666,12.433333333333334,61.849999999999994,73.35,21.075,46.05,53.825,56.5,1.0,1.6089265351826627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1357500000000003,1.0,10.55,3.5,11.45,4.4,1.05
106,"Iran, Islamic Rep.",1.0,1.0,,,64.03333333333333,3.3490809922417,18.812375,68.59206,1.2000000000000002,5.02,0.695888008224274,,,,,37.534375000000004,,1.0,20.900000000000002,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,79.699725,84.62557000000001,77.20000166666668,59.08002833333333,4.700000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.99249958992004,,,75.9,53.1,74.275,,,2.020125,1.34265,23.5,91.6278875326474,88.22511605516054,,0.1,1.0666666666666664,15.099999999999998,1.0,1.0,0.5560225824654998,13.32857142857143,17.85087775246834,26.923750000000002,,29.349999999999998,32.18333333333334,,14.55,8.9,10.15,6.35,14.137500000000001,13.85,1.0,0.03838205154551117,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.01025,1.0,4.1,,6.8,1.0,1.4
107,Russian Federation,,1.0,,,46.31666666666666,0.48145671898964776,12.700000000000001,72.4,8.4,63.12,,5.967018319999996,,,,23.50515,,,,,,,,,,,,1.0,1.0,1.0,99.73411,99.73006,92.12202666666667,87.01635571428572,2.5,1.0,,1.0,1.0,1.0,1.0,,5.199500024318696,,,,,99.45,13.85,,6.875828571428571,4.434333333333333,,75.72293458389657,89.22363057307348,,5.8,19.416666666666664,49.900000000000006,1.0,0.1,1.0,3.900000000000001,48.59105124181454,25.965625000000003,,20.516666666666666,15.816666666666668,1.0,7.0,8.65,3.45,6.0,7.450000000000001,7.449999999999999,1.0,0.03514124184645673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.682375,1.0,,,,,
108,Ghana,2.0333333333333337,1.0,18.787520999999998,81.8,32.56666666666666,0.0851445947773755,30.853250000000003,40.55422333333333,0.9,,296.118351955378,14.4100348,,40.56666666666666,1.0,69.13942499999999,4.9,1.0,57.45,1.0,1.0125,1.0,1.0,47.2,3.6,32.599999999999994,16.0,1.0,1.0,1.0,74.47439,79.03964,54.63543166666667,11.76645125,5.928571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.687375009059907,86.94999999999999,94.8,48.599999999999994,48.900000000000006,69.0,,,2.293633333333333,0.125,24.2,31.572532837860514,16.506191595641784,30.668897770983286,0.7,0.33333333333333337,8.116666666666665,1.0,18.8,18.727362466178743,22.814285714285713,46.64974320596505,46.257999999999996,25.75,68.56666666666668,55.766666666666666,30.28,46.3,56.05,26.5125,32.900000000000006,34.75,40.7,1.0,1.3331343669327398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.061000000000001,1.0,12.4,2.2,19.7,5.9,1.0666666666666667
109,Peru,0.45999999999999996,1.0,44.93333333333334,69.75,58.95,1.2088393494486804,18.836000000000002,63.435292857142855,1.525,42.88,5.37635268585599,9.470024479999996,,78.4,,59.71454999999999,2.033333333333333,1.0,22.862499999999997,1.0,0.1,1.0,1.0,44.85,1.8,13.35,12.85,1.0,1.0,1.0,91.08771833333333,94.07392833333333,81.37617,73.11393,9.542857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4029999673366564,94.80000000000001,58.040000000000006,60.660000000000004,58.837500000000006,75.26666666666667,1.0,,2.1022,1.22295,23.55,49.55416821820421,72.81902767297991,,2.2,4.033333333333333,,1.0,1.3,8.383521274668016,10.714285714285714,45.9020454265945,22.73675,,34.666666666666664,26.083333333333336,6.137499999999999,13.7,16.7,8.4125,6.1,11.5125,13.0,1.0,0.23749305277301486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3539999999999996,1.0,3.35,7.3375,15.4125,0.525,0.1125
110,St. Lucia,1.9599999999999997,1.0,,,54.5,,11.071375000000002,72.4,1.4500000000000002,23.56,,,,74.7,,42.367799999999995,1.3,,,,,,,,,,,1.0,1.0,3.575,,,81.31622142857144,20.793637500000003,,1.0,1.0,1.0,1.0,1.0,1.0,,23.5805003643036,90.3,96.9,,3.5,98.7,,,2.36255,1.9413399999999998,24.5,,88.23895559326195,87.2014045606655,3.4,,,1.0,0.6,1.2106182831992038,,44.86557162217183,81.47425000000001,65.4,35.25,22.016666666666666,1.0,15.4,18.9,11.712499999999999,13.75,15.825,16.95,1.0,0.17120699584438043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.478625,1.0,2.8,6.3,2.5,3.7,0.7
111,Philippines,0.725,1.0,,43.55,27.566666666666666,1.354233641177415,22.587125,54.268523333333334,1.0,9.56,0.3211744039036937,20.3232358,,52.4,1.0,55.724725,1.6,1.0,5.7250000000000005,1.0,0.1,1.0,1.0,76.2,1.6,18.9,9.35,1.0,1.0,1.0,97.514555,97.29027500000001,71.71345500000001,37.317800000000005,11.914285714285715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3219999969005594,82.96666666666665,94.56666666666666,34.15,1.0,76.46666666666667,1.0,,3.4831666666666665,0.6004,23.4,46.0292813096649,73.1519529318178,78.42559176271328,1.9,5.866666666666667,35.55,1.0,4.2,6.211802168072575,22.02857142857143,39.147815006615645,53.802749999999996,17.6,15.850000000000001,32.199999999999996,17.833333333333332,26.049999999999997,32.25,14.3,20.35,20.85,13.65,1.0,0.3987028878876817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8485,1.0,20.15,3.125,24.45,5.25,1.6666666666666667
112,Sri Lanka,0.3855,1.0,,,17.683333333333334,0.9057602286338811,16.723625,74.34119,3.6,2.905,0.7539125270423765,16.36101079999998,,95.2,1.0,21.368100000000002,,1.0,30.75,,0.1,1.0,,,,,,1.0,1.0,1.0,91.08415,91.99749,89.85553999999999,22.2276325,7.800000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.711875021457674,,97.15,52.3,1.0,99.95,,,1.9367999999999999,0.8531250000000001,,,93.7502176229148,,1.2,0.3666666666666667,18.866666666666667,1.0,1.2,1.1818001129922895,18.571428571428573,33.737940111596124,81.71875,,25.5,33.63333333333333,7.5,7.35,8.85,4.249999999999999,6.25,6.237499999999999,7.55,1.0,0.08231433719125894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.216125,1.0,23.3,0.8,15.95,18.2,1.0
113,Kazakhstan,0.1,1.0,37.908714,,42.93333333333334,0.08561294933315358,22.46,80.69656,4.933333333333334,73.015,1.0,5.8843744399999975,,94.6,,30.400325,0.2,1.0,35.837500000000006,1.0,0.1,1.0,1.0,,,,,1.0,1.0,1.0,99.73899,99.78163,93.25123,55.36321875,2.5285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,,5.754625022411345,48.15,99.25,81.2,34.8,99.854,14.5,,7.70078,3.947475,23.1,83.53122577470471,97.66943270593595,97.87791197967127,2.4,5.333333333333334,37.5,1.0,0.4,0.5849860653036708,0.32857142857142857,48.529024863886896,42.843,1.0,29.066666666666666,25.316666666666666,12.29,9.45,12.35,6.749999999999999,8.35,10.225,6.55,1.0,0.0388700264422804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7025000000000006,2284563.1875,1.0,9.3,1.0,3.1,1.1
114,Rwanda,1.6666666666666667,1.0,18.075512,1.0,31.5,0.210993533255532,32.794,63.641625,,0.745,300.54081332819476,8.065785399999992,,90.8,1.0,39.793625,0.4,1.0,53.925000000000004,1.0,1.2,1.0,1.0,73.8,3.1,15.1,6.3,1.0,1.0,1.0,66.73215666666667,70.78358333333333,33.13128,6.46787625,29.3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.16050000488758,39.65,49.75,52.05,85.35,45.85,1.0,,1.0137833333333333,0.1017857142857143,,,63.04105620726754,4.404717852060904,2.9,5.016666666666667,18.816666666666666,1.0,19.3,2.5555928607757,69.54285714285716,51.49589391453567,82.97612500000001,66.9,25.100000000000005,22.8,18.9,34.65,41.55,18.5125,25.95,24.6375,31.700000000000003,1.0,1.3009038295040214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.199249999999999,1.0,4.95,3.3,40.349999999999994,1.7,0.45
115,Thailand,0.26666666666666666,1.0,55.6,,28.06666666666667,0.410364925861359,10.9295,89.22789,,13.09,1.706074851265795,10.6895632,,83.75,,47.980025000000005,4.4,1.0,38.65,1.0,0.2875,1.0,1.0,,,,,1.0,1.0,1.0,91.95655000000001,93.44604666666666,80.80515749999999,57.859356000000005,7.114285714285716,1.0,,1.0,1.0,1.0,1.0,1.0,0.6443750038743019,92.53333333333333,98.1,81.4,8.533333333333335,99.43333333333332,,,2.714325,0.63065,,,97.5313632247605,83.90615620734158,2.5,1.6666666666666667,33.61666666666667,1.0,3.5,0.8035510120510106,7.357142857142857,45.79861557589735,52.67875,52.4,22.35,31.050000000000004,6.550000000000001,8.7,6.3,4.725,3.95,8.274999999999999,4.8,1.0,0.05473111600648644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.535625,1.0,7.949999999999999,9.55,13.45,6.050000000000001,1.8
116,Mauritius,0.9857142857142857,1.0,,,32.4,1.78945982456207,10.762500000000001,40.76016,3.4,17.58,,17.0003204,,,,27.163175,,1.0,30.462500000000002,1.0,0.2,1.0,1.0,,,,,1.0,1.0,1.0,89.42466142857143,91.73878142857143,87.32498,43.66235285714286,5.742857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.81500005722045,,,,,99.725,,,3.2180142857142857,1.9310749999999999,23.9,,95.32422307129195,,1.0,3.3833333333333333,34.81666666666666,1.0,0.6,0.12781043492556943,2.0285714285714285,38.45471988603286,51.668375,,39.55,24.583333333333336,12.5,13.4,8.35,8.725000000000001,11.649999999999999,12.875,7.45,1.0,0.09301122424120706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.44625,1.0,,,,,
117,Turkey,,1.0,,,68.01666666666667,0.44116489589214336,16.83275,30.348865,2.6333333333333333,51.16666666666667,1.0,11.511056999999981,,,,28.957375000000003,1.0,,,,,,,86.7,1.8,,4.3,1.0,1.0,1.0,92.30880142857143,95.37734428571429,84.21276999999999,,2.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.939125061035146,88.9,1.0,,30.1,97.4,,,2.5582142857142856,1.7763571428571427,24.2,,95.9724358706542,,0.4,14.783333333333333,36.41666666666666,1.0,0.3,0.33508689397303,1.7571428571428571,31.549743313085163,26.685499999999998,,23.483333333333334,33.33333333333333,8.75,6.45,12.3,7.199999999999999,9.35,11.35,10.55,1.0,0.043351383253285504,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.104,1.0,1.9,9.6,1.0,1.7999999999999998,0.5
118,Azerbaijan,,1.0,21.7,,52.483333333333334,,15.4125,,4.633333333333333,65.28,0.7541366771084141,7.115215779999996,,93.4,1.0,52.352575,1.9,,,,,,,,,,,1.0,1.0,1.0,99.71471142857143,99.78601428571429,88.15416,25.3064825,2.5,1.0,1.0,1.0,1.0,1.0,1.0,,5.9746250510215795,66.1,91.7,,12.1,99.4,15.100000000000001,,6.8641,3.457375,24.3,71.93375281934253,89.92811347091268,83.2413,0.2,0.3666666666666667,44.21666666666666,1.0,1.1,0.21529904371211556,,48.88382692609915,45.394375000000004,,26.25,38.28333333333333,,21.549999999999997,26.200000000000003,10.6875,9.1,21.4875,23.35,1.0,0.06266977323174078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7787499999999998,1.0,5.7,12.25,17.1,4.9,2.0
119,Albania,,1.0,,87.7,49.599999999999994,4.94539700448513,12.100499999999998,1.0,2.8,11.63,,4.614203159999994,,64.6,,20.120475,1.4,,,,,,,75.2,1.6,,3.5,1.0,1.0,1.0,96.52955666666666,97.41113999999999,87.39889500000001,70.44771500000002,4.6571428571428575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.648749947547898,77.8,88.4,82.4,36.5,99.8,5.8,,4.1335,1.245925,25.1,68.22564443759745,97.29498368735594,,2.6,6.5,52.166666666666664,1.0,0.2,0.6740489856830896,0.842857142857143,41.56719579172905,43.132,,15.866666666666664,22.35,15.1,8.55,9.8,6.0875,7.5,6.8875,8.85,1.0,0.02867784743258134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.66575,1.0,1.5,16.4,11.3,1.6,0.5
120,Fiji,0.9,1.0,,,66.4,,21.925125,,2.3,5.136666666666667,,,,,,47.58495,,,,,,,,,,,,1.0,1.0,1.0,99.08583,99.08211,88.792455,,3.6142857142857143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.238125026226044,93.6,,,,99.64,59.47,,3.0986333333333334,0.8378,,,93.15591636221185,,0.7,10.95,37.06666666666667,1.0,2.9,0.42421440887794865,,34.00945054663154,45.531,,32.050000000000004,32.65,,22.9,27.200000000000003,10.149999999999999,10.35,20.8,23.05,1.0,0.10694965600333514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.78425,1.0,,,,,
121,China,0.2,1.0,,,24.016666666666666,5.39808012545109,12.10375,,4.0,40.13,0.2508186360510682,4.999626239999998,,96.55,,7.504824999999999,,,,,,,,,,,,1.0,1.0,1.0,95.15933,96.84089,,43.7675125,9.600000000000001,1.0,,1.0,1.0,1.0,1.0,,3.920624971389769,81.4,80.43333333333332,,20.8,99.84,24.6,0.831,2.136942857142857,1.7055714285714285,24.4,,80.02839054435877,,2.5,1.7333333333333334,49.35,1.0,0.6,0.5939052151601854,21.357142857142858,43.9718691022129,45.138,,15.216666666666669,29.31666666666667,,4.55,10.25,4.55,7.75,8.625,8.8,1.0,0.0505132355446807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6608749999999999,1.0,2.4,9.1,8.1,1.9,
122,Samoa,0.39999999999999997,1.0,,,67.45,,25.768625,39.38412,,4.44,,,,96.4,,26.080225000000002,0.7,,,,,,,,,,,1.0,1.0,2.5125000000000006,99.157285,99.034515,88.92331600000001,,2.8857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,,9.759375095367425,72.9,93.3,77.8,70.3,82.5,,,2.0444333333333335,0.40256666666666663,,58.521345729951356,98.01838213073272,,0.6,12.233333333333334,34.25,1.0,1.5,0.08718334282668327,,34.55246036937765,80.961875,,27.016666666666666,39.4,34.8,14.8,18.0,9.125,12.7,13.2375,15.55,1.0,0.19164510782425687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.06625,1.0,3.2,5.3,4.9,3.9,1.3
123,Lithuania,0.46,1.0,,,56.15,,8.0375,,7.366666666666667,134.36,,4.531018259999996,,,,12.196874999999999,,,,,,,,,,,,1.0,1.0,1.0,99.83324,99.8156,97.52580285714286,88.37782285714286,2.5,1.0,1.0,1.0,1.0,1.0,1.0,,8.760749936103808,,,,,1.0,7.800000000000001,,8.081875,4.6036875,18.733333333333334,88.69365123153067,91.72027204159768,,6.9,21.35,33.800000000000004,1.0,0.1,1.0,2.5571428571428574,50.37268966974171,32.813750000000006,,20.566666666666666,25.066666666666666,,4.1,4.85,2.3625,2.3,3.175,3.9,1.0,0.014060439071204614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6275,1.0,,,,,
124,Costa Rica,0.9,1.0,,,51.45,1.69605112075806,14.826125000000001,89.1,1.1600000000000001,23.880000000000003,0.38238589781132776,7.350858879999994,,,,56.5909,6.8,1.0,20.7875,,0.1,1.0,,,,,,1.0,1.0,3.1250000000000004,97.71242000000001,97.635185,81.10740375,57.38409,5.1571428571428575,1.0,1.0,1.0,1.0,1.0,1.0,,11.308875083923338,90.2,98.1,77.2,32.5,59.682,23.1,,2.5965875,2.1521125000000003,25.4,93.06884375644884,96.96642641857557,83.81750209574403,1.4,5.7666666666666675,18.5,1.0,0.9,0.2960776608126298,7.571428571428573,38.83937695933241,23.722250000000003,37.8,28.31666666666667,23.733333333333334,10.649999999999999,4.65,9.65,5.5625,7.0,7.112500000000001,8.35,1.0,0.055148640095116726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.8130000000000002,1.0,,,,,
125,Saudi Arabia,1.0,1.0,,,59.13333333333334,,19.696625,,2.275,,0.039810892926625166,,,69.8,,8.886349999999998,,,,,,,,,,,,1.0,1.0,1.0,92.038225,94.87748500000001,90.46099333333333,58.35434375,5.957142857142857,1.0,1.0,1.0,1.0,1.0,1.0,,21.03887510299685,,,,,1.0,,,5.227566666666667,2.5008333333333335,,,85.54884830500151,,0.1,1.9000000000000001,20.8,1.0,0.1,1.0,,15.918629702836112,16.928875,,32.11666666666667,44.93333333333333,,7.4,4.2,4.425,6.300000000000001,7.0875,7.0,1.0,0.04745787857989037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5681249999999998,1.0,,,,,
